Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-03-02T05:30:53Z,32.3182,-86.9023,493769,9931,285130,198708,1,10070.372625140595,2292074,NA,2.0112643766619613,84000001,USA,46746.63509535129,NA
Alaska,US,2021-03-02T05:30:53Z,61.3707,-152.4044,58647,300,NA,58347,2,8016.868408641983,1698031,NA,0.5115351168857742,84000002,USA,232115.7276722553,NA
American Samoa,US,2021-03-02T05:30:53Z,-14.271,-170.132,0,0,NA,0,60,0,2140,NA,NA,16,ASM,3846.084721698028,NA
Arizona,US,2021-03-02T05:30:53Z,33.7298,-111.4312,817821,15979,NA,801842,4,11235.785097840733,3764864,NA,1.953850536975695,84000004,USA,51724.280529109725,NA
Arkansas,US,2021-03-02T05:30:53Z,34.9697,-92.3731,322509,5250,313002,4257,5,10686.876947608262,2698497,NA,1.6278615480498217,84000005,USA,89419.22669596832,NA
California,US,2021-03-02T08:30:59Z,36.1162,-119.6816,3573549,52491,NA,3521058,6,9044.160841064295,48712676,NA,1.468875899001245,84000006,USA,123285.0806698474,NA
Colorado,US,2021-03-02T05:30:53Z,39.0598,-105.3111,429839,5952,NA,423887,8,7464.120598686934,6229855,NA,1.384704505640484,84000008,USA,108180.94456839141,NA
Connecticut,US,2021-03-02T05:30:53Z,41.5978,-72.7554,282626,7651,NA,274975,9,7927.159861183686,6403426,NA,2.7071111645779227,84000009,USA,179604.78357001836,NA
Delaware,US,2021-03-02T05:30:53Z,39.3185,-75.5071,87080,1422,NA,85658,10,8942.618540015856,1400454,NA,1.6329811667432246,84000010,USA,143818.62545750305,NA
Diamond Princess,US,2021-03-02T05:30:53Z,NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,USA,NA,NA
District of Columbia,US,2021-03-02T05:30:53Z,38.8974,-77.0268,40684,1019,29019,10646,11,5764.655706207164,1231593,NA,2.504670140595812,84000011,USA,174508.64259106285,NA
Florida,US,2021-03-02T05:30:53Z,27.7663,-81.6868,1910921,30999,NA,1879922,12,8897.217616548709,21784686,NA,1.62220206905466,84000012,USA,101429.14963527117,NA
Georgia,US,2021-03-02T05:30:53Z,33.0406,-83.6431,1008660,17376,NA,991284,13,9500.045349987471,7215169,NA,1.7226815775385165,84000013,USA,67955.93431664162,NA
Grand Princess,US,2021-03-02T05:30:53Z,NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233015,84099999,USA,NA,NA
Guam,US,2021-03-02T05:30:53Z,13.4443,144.7937,7737,131,7564,42,66,4711.104616115303,117604,NA,1.693162724570247,316,GUM,71609.7644143239,NA
Hawaii,US,2021-03-02T05:30:53Z,21.0943,-157.4983,27785,438,NA,27347,15,1962.3949057541925,1117157,NA,1.5763901385639734,84000015,USA,78902.40078199159,NA
Idaho,US,2021-03-02T05:30:53Z,44.2405,-114.4788,171462,1867,94230,75365,16,9594.614633491226,638919,NA,1.0888710034876532,84000016,USA,35752.420868854795,NA
Illinois,US,2021-03-02T05:30:53Z,40.3495,-88.9861,1187757,22759,NA,1164998,17,9373.214788939964,18178487,NA,1.916132676970121,84000017,USA,143455.9957878193,NA
Indiana,US,2021-03-02T05:30:53Z,39.8494,-86.2583,662213,12595,NA,649618,18,9836.474422474968,8035726,NA,1.9019560171727223,84000018,USA,119362.21920291068,NA
Iowa,US,2021-03-02T05:30:53Z,42.0115,-93.2105,336968,5472,315443,43221,19,11541.297023520872,1315398,NA,1.5027352417777973,84000019,USA,41691.56310319581,NA
Kansas,US,2021-03-02T05:30:53Z,38.5266,-96.7265,296644,4700,NA,291944,20,10182.355901217652,1259105,NA,1.5843907174930218,84000020,USA,43218.993901790185,NA
Kentucky,US,2021-03-02T05:30:53Z,37.6681,-84.6701,405126,4652,47592,352882,21,9067.9420808103,3919142,NA,1.1482847311700557,84000021,USA,87722.2213890766,NA
Louisiana,US,2021-03-02T05:30:53Z,31.1695,-91.8678,430504,9628,408463,12413,22,9260.55230668427,5585504,NA,2.2364484418263246,84000022,USA,120149.52695258168,NA
Maine,US,2021-03-02T05:30:53Z,44.6939,-69.3819,44763,703,12805,31255,23,3330.0550805974062,1640789,NA,1.5704934879252954,84000023,USA,122063.2608546866,NA
Maryland,US,2021-03-02T05:30:53Z,39.0639,-76.8021,382702,7879,9669,365154,24,6330.172949941115,7906291,NA,2.0587820288370584,84000024,USA,130775.87632822116,NA
Massachusetts,US,2021-03-02T05:30:53Z,42.2302,-71.5301,582543,16144,494740,71659,25,8451.835276676702,16261930,NA,2.7712975694498088,84000025,USA,235936.49505847148,NA
Michigan,US,2021-03-02T05:30:53Z,43.3266,-84.5361,647415,16519,541258,89638,26,6482.670173408911,10338681,NA,2.551531861325425,84000026,USA,103522.87010818318,NA
Minnesota,US,2021-03-02T05:30:53Z,45.6945,-93.9002,485230,6554,471647,7029,27,8603.93018551565,6934737,NA,1.3506996681985863,84000027,USA,122964.35299324495,NA
Mississippi,US,2021-03-02T05:30:53Z,32.7416,-89.6787,294994,6681,273437,14876,28,9911.93653274752,1754368,NA,2.2647918262744327,84000028,USA,58947.586293562585,NA
Missouri,US,2021-03-02T05:30:53Z,38.4561,-92.2884,495439,8283,NA,487156,29,8072.420564444911,4490001,NA,1.67185062136812,84000029,USA,73157.6973285878,NA
Montana,US,2021-03-02T05:30:53Z,46.9219,-110.4544,100003,1357,97037,1609,30,9356.760711766148,1084202,NA,1.3569592912212634,84000030,USA,101443.14347787848,NA
Nebraska,US,2021-03-02T05:30:53Z,41.1254,-98.2681,200946,2082,155333,43531,31,10387.984334225252,2373731,NA,1.0360992505449225,84000031,USA,122710.97927634708,NA
Nevada,US,2021-03-02T05:30:53Z,38.3135,-117.0554,293980,4957,NA,289023,32,9544.321781104594,2725701,NA,1.686169127151507,84000032,USA,88492.30363656906,NA
New Hampshire,US,2021-03-02T05:30:53Z,43.4525,-71.5639,75588,1170,72055,2363,33,5559.122489999713,1461579,NA,1.5478647404349897,84000033,USA,107491.88614345256,NA
New Jersey,US,2021-03-02T05:30:53Z,40.2989,-74.521,792496,23273,NA,769223,34,8922.304071405813,10660578,NA,2.936670973733621,84000034,USA,120021.95404511725,NA
New Mexico,US,2021-03-02T05:30:53Z,34.8405,-106.2485,185297,3729,147446,34122,35,8837.010552601094,2699792,NA,2.0124448857779678,84000035,USA,128755.94528690705,NA
New York,US,2021-03-02T05:30:53Z,42.1657,-74.9481,1650303,47719,NA,1602584,36,8483.295166370825,38281073,NA,2.891529616076563,84000036,USA,196781.82827298305,NA
North Carolina,US,2021-03-02T05:30:53Z,35.6301,-79.8064,862170,11254,NA,850916,37,8220.47191841713,10401246,NA,1.3053110175487432,84000037,USA,99172.03180294894,NA
North Dakota,US,2021-03-02T05:30:53Z,47.5289,-99.784,99852,1475,97836,541,38,13102.870895019041,1410827,NA,1.4771862356287304,84000038,USA,185132.83696077226,NA
Northern Mariana Islands,US,2021-03-02T05:30:53Z,15.0979,145.6739,143,2,29,112,69,259.3210503409256,17572,NA,1.3986013986013983,580,MNP,31865.660815319887,NA
Ohio,US,2021-03-02T05:30:53Z,40.3888,-82.7649,968874,16750,911474,40054,39,8288.696306815751,10056602,NA,1.7903256770230185,84000039,USA,86034.01459479344,NA
Oklahoma,US,2021-03-02T05:30:53Z,35.5653,-96.9289,424888,4478,407665,12745,40,10737.708211659878,3509717,NA,1.0539247990058556,84000040,USA,88697.06146443832,NA
Oregon,US,2021-03-02T05:30:53Z,44.572,-122.0709,155787,2212,NA,153575,41,3693.6157944414263,3564120,NA,1.4198874103744217,84000041,USA,84503.13521208175,NA
Pennsylvania,US,2021-03-02T05:30:53Z,40.5908,-77.2098,935822,23984,849275,62563,42,7309.973473653195,10443158,NA,2.5628805477964827,84000042,USA,81574.49596308824,NA
Puerto Rico,US,2021-03-02T05:30:53Z,18.2208,-66.5901,100584,2037,90891,7656,72,3149.4563975133497,406556,NA,2.025172989739919,630,PRI,12729.96097935494,NA
Rhode Island,US,2021-03-02T05:30:53Z,41.6809,-71.5118,126588,2517,NA,124071,44,11949.467650781931,3011311,NA,1.9883401270262584,84000044,USA,284257.30227939296,NA
South Carolina,US,2021-03-02T05:30:53Z,33.8569,-80.945,517976,8562,230793,278621,45,10060.298552221002,5053310,NA,1.6529723384867252,84000045,USA,98147.03244344123,NA
South Dakota,US,2021-03-02T05:30:53Z,44.2998,-99.4388,112470,1888,108664,1918,46,12713.373175426916,422817,NA,1.6786698675202276,84000046,USA,47794.34787867416,NA
Tennessee,US,2021-03-02T05:30:53Z,35.7478,-86.6923,775693,11421,750755,13517,47,11358.51861440344,6789970,NA,1.4723608437874265,84000047,USA,99425.93350235328,NA
Texas,US,2021-03-02T05:30:53Z,31.0545,-97.5635,2660791,43909,2429453,187429,48,9176.444750894101,19595211,NA,1.6502235613394662,84000048,USA,67579.29169318911,NA
Utah,US,2021-03-02T05:30:53Z,40.15,-111.8624,371492,1940,352814,16738,49,11587.550429543991,2859188,NA,0.5222185134538564,84000049,USA,89183.57632882278,NA
Vermont,US,2021-03-02T05:30:53Z,44.0459,-72.7107,15284,205,12626,2453,50,2449.4021529225674,1076259,NA,1.3412719183459827,84000050,USA,172480.44436680776,NA
Virgin Islands,US,2021-03-02T05:30:53Z,18.3358,-64.8963,2646,25,2511,110,78,2466.718872357087,47871,NA,0.944822373393802,850,VIR,44627.475109072606,NA
Virginia,US,2021-03-02T05:30:53Z,37.7693,-78.17,577174,8783,NA,568391,51,6762.0258358044775,5915914,NA,1.5217248178192364,84000051,USA,69309.36478496504,NA
Washington,US,2021-03-02T05:30:53Z,47.4009,-121.4905,340708,4969,NA,335739,53,4474.232270893366,5234432,NA,1.4584336147081958,84000053,USA,68739.40316692565,NA
West Virginia,US,2021-03-02T05:30:53Z,38.4912,-80.9545,132048,2300,122751,6997,54,7368.145581807742,2208571,NA,1.7417908639282684,84000054,USA,123236.0403471367,NA
Wisconsin,US,2021-03-02T05:30:53Z,44.2685,-89.6165,617700,7014,550280,60406,55,10608.96525405011,6921918,NA,1.1355026711996117,84000055,USA,118883.58030335768,NA
Wyoming,US,2021-03-02T05:30:53Z,42.756,-107.3025,54471,671,53248,552,56,9411.689494245446,640594,NA,1.231848139376916,84000056,USA,110684.06711601892,NA
